date	province/state	country/region	confirmed	deaths	recovered	updated
2020-01-28	Illinois	US	1			2020-01-28 18:00:00
2020-01-28	Illinois	US	1			2020-01-28 13:00:00
2020-01-28	Washington	US	1			2020-01-28 18:00:00
2020-01-28	Washington	US	1			2020-01-28 13:00:00
2020-01-29	Hubei	Mainland China	3554	125	88	2020-01-29 14:30:00
2020-01-29	Zhejiang	Mainland China	296		3	2020-01-29 14:30:00
2020-01-29	Guangdong	Mainland China	277		5	2020-01-29 14:30:00
2020-01-29	Hunan	Mainland China	221			2020-01-29 14:30:00
2020-01-29	Henan	Mainland China	206	2	1	2020-01-29 14:30:00
2020-01-29	Anhui	Mainland China	152		2	2020-01-29 14:30:00
2020-01-29	Chongqing	Mainland China	147		1	2020-01-29 14:30:00
2020-01-29	Shandong	Mainland China	130		1	2020-01-29 14:30:00
2020-01-29	Beijing	Mainland China	111	1	4	2020-01-29 14:30:00
2020-01-29	Jiangxi	Mainland China	109		3	2020-01-29 14:30:00
2020-01-29	Sichuan	Mainland China	108	1	1	2020-01-29 14:30:00
2020-01-29	Jiangsu	Mainland China	99		1	2020-01-29 14:30:00
2020-01-29	Shanghai	Mainland China	96	1	5	2020-01-29 14:30:00
2020-01-29	Fujian	Mainland China	84			2020-01-29 14:30:00
2020-01-29	Guangxi	Mainland China	58		2	2020-01-29 14:30:00
2020-01-29	Shaanxi	Mainland China	56			2020-01-29 14:30:00
2020-01-29	Yunnan	Mainland China	55			2020-01-29 14:30:00
2020-01-29	Hebei	Mainland China	48	1		2020-01-29 14:30:00
2020-01-29	Hainan	Mainland China	43	1		2020-01-29 14:30:00
2020-01-29	Liaoning	Mainland China	39		1	2020-01-29 14:30:00
2020-01-29	Heilongjiang	Mainland China	38	1		2020-01-29 14:30:00
2020-01-29	Shanxi	Mainland China	27		1	2020-01-29 14:30:00
2020-01-29	Tianjin	Mainland China	27			2020-01-29 14:30:00
2020-01-29	Gansu	Mainland China	24			2020-01-29 14:30:00
2020-01-29	Inner Mongolia	Mainland China	16			2020-01-29 14:30:00
2020-01-29		Thailand	14		5	2020-01-29 14:30:00
2020-01-29	Xinjiang	Mainland China	13			2020-01-29 14:30:00
2020-01-29	Ningxia	Mainland China	12			2020-01-29 14:30:00
2020-01-29	Hong Kong	Hong Kong	10			2020-01-29 14:30:00
2020-01-29	Guizhou	Mainland China	9		1	2020-01-29 14:30:00
2020-01-29	Jilin	Mainland China	9			2020-01-29 14:30:00
2020-01-29	Taiwan	Taiwan	8			2020-01-29 14:30:00
2020-01-29		Japan	7		1	2020-01-29 14:30:00
2020-01-29	Macau	Macau	7			2020-01-29 14:30:00
2020-01-29		Malaysia	7			2020-01-29 14:30:00
2020-01-29		Singapore	7			2020-01-29 14:30:00
2020-01-29	Qinghai	Mainland China	6			2020-01-29 14:30:00
2020-01-29		France	5			2020-01-29 14:30:00
2020-01-29	New South Wales	Australia	4			2020-01-29 14:30:00
2020-01-29	Bavaria	Germany	4			2020-01-29 14:30:00
2020-01-29		South Korea	4			2020-01-29 14:30:00
2020-01-29		United Arab Emirates	4			2020-01-29 14:30:00
2020-01-29	California	US	2			2020-01-29 14:30:00
2020-01-29		Vietnam	2			2020-01-29 14:30:00
2020-01-29	Victoria	Australia	1			2020-01-29 14:30:00
2020-01-29		Cambodia	1			2020-01-29 14:30:00
2020-01-29	British Columbia	Canada	1			2020-01-29 14:30:00
2020-01-29	Ontario	Canada	1			2020-01-29 14:30:00
2020-01-29		Finland	1			2020-01-29 14:30:00
2020-01-29		Nepal	1			2020-01-29 14:30:00
2020-01-29		Sri Lanka	1			2020-01-29 14:30:00
2020-01-29	Arizona	US	1			2020-01-29 14:30:00
2020-01-29	Illinois	US	1			2020-01-29 14:30:00
2020-01-29	Washington	US	1			2020-01-29 14:30:00
2020-01-30	Hubei	Mainland China	5806	204	116	2020-01-30 21:30:00
2020-01-30	Zhejiang	Mainland China	537		9	2020-01-30 21:30:00
2020-01-30	Guangdong	Mainland China	393		11	2020-01-30 21:30:00
2020-01-30	Henan	Mainland China	352	2	3	2020-01-30 21:30:00
2020-01-30	Hunan	Mainland China	332		2	2020-01-30 21:30:00
2020-01-30	Jiangxi	Mainland China	240		7	2020-01-30 21:30:00
2020-01-30	Anhui	Mainland China	237		3	2020-01-30 21:30:00
2020-01-30	Chongqing	Mainland China	206		1	2020-01-30 21:30:00
2020-01-30	Shandong	Mainland China	178		2	2020-01-30 21:30:00
2020-01-30	Sichuan	Mainland China	177	1	1	2020-01-30 21:30:00
2020-01-30	Jiangsu	Mainland China	168		2	2020-01-30 21:30:00
2020-01-30	Shanghai	Mainland China	128	1	9	2020-01-30 21:30:00
2020-01-30	Beijing	Mainland China	121	1	5	2020-01-30 21:30:00
2020-01-30	Fujian	Mainland China	101			2020-01-30 21:30:00
2020-01-30	Guangxi	Mainland China	87		2	2020-01-30 21:30:00
2020-01-30	Shaanxi	Mainland China	87			2020-01-30 21:30:00
2020-01-30	Hebei	Mainland China	82	1		2020-01-30 21:30:00
2020-01-30	Yunnan	Mainland China	76			2020-01-30 21:30:00
2020-01-30	Heilongjiang	Mainland China	59	2		2020-01-30 21:30:00
2020-01-30	Hainan	Mainland China	50	1	1	2020-01-30 21:30:00
2020-01-30	Liaoning	Mainland China	45		1	2020-01-30 21:30:00
2020-01-30	Shanxi	Mainland China	39		1	2020-01-30 21:30:00
2020-01-30	Tianjin	Mainland China	32			2020-01-30 21:30:00
2020-01-30	Gansu	Mainland China	29			2020-01-30 21:30:00
2020-01-30	Ningxia	Mainland China	21		1	2020-01-30 21:30:00
2020-01-30	Inner Mongolia	Mainland China	20			2020-01-30 21:30:00
2020-01-30	Xinjiang	Mainland China	17			2020-01-30 21:30:00
2020-01-30	Guizhou	Mainland China	15		1	2020-01-30 21:30:00
2020-01-30	Jilin	Mainland China	14		1	2020-01-30 21:30:00
2020-01-30		Thailand	14		5	2020-01-30 21:30:00
2020-01-30	Hong Kong	Hong Kong	12			2020-01-30 21:30:00
2020-01-30		Japan	11		1	2020-01-30 21:30:00
2020-01-30		Singapore	10			2020-01-30 21:30:00
2020-01-30	Taiwan	Taiwan	9			2020-01-30 21:30:00
2020-01-30	Qinghai	Mainland China	8			2020-01-30 21:30:00
2020-01-30		Malaysia	8			2020-01-30 21:30:00
2020-01-30	Macau	Macau	7			2020-01-30 21:30:00
2020-01-30		South Korea	6			2020-01-30 21:30:00
2020-01-30		France	5			2020-01-30 21:30:00
2020-01-30	New South Wales	Australia	4		2	2020-01-30 21:30:00
2020-01-30	Bavaria	Germany	4			2020-01-30 21:30:00
2020-01-30		United Arab Emirates	4			2020-01-30 21:30:00
2020-01-30	Queensland	Australia	3			2020-01-30 21:30:00
2020-01-30	Victoria	Australia	2			2020-01-30 21:30:00
2020-01-30	Ontario	Canada	2			2020-01-30 21:30:00
2020-01-30		Italy	2			2020-01-30 21:30:00
2020-01-30	California	US	2			2020-01-30 21:30:00
2020-01-30	Illinois	US	2			2020-01-30 21:30:00
2020-01-30		Vietnam	2			2020-01-30 21:30:00
2020-01-30		Cambodia	1			2020-01-30 21:30:00
2020-01-30	British Columbia	Canada	1			2020-01-30 21:30:00
2020-01-30		Finland	1			2020-01-30 21:30:00
2020-01-30		India	1			2020-01-30 21:30:00
2020-01-30	Tibet	Mainland China	1			2020-01-30 21:30:00
2020-01-30		Nepal	1			2020-01-30 21:30:00
2020-01-30		Philippines	1			2020-01-30 21:30:00
2020-01-30		Sri Lanka	1			2020-01-30 21:30:00
2020-01-30	Arizona	US	1			2020-01-30 21:30:00
2020-01-30	Washington	US	1			2020-01-30 21:30:00
2020-01-31	Hubei	Mainland China	7153	249	169	2020-01-31 19:00:00
2020-01-31	Hubei	Mainland China	5806	204	141	2020-01-31 14:00:00
2020-01-31	Zhejiang	Mainland China	538		14	2020-01-31 14:00:00
2020-01-31	Zhejiang	Mainland China	537		14	2020-01-31 19:00:00
2020-01-31	Guangdong	Mainland China	436		10	2020-01-31 19:00:00
2020-01-31	Guangdong	Mainland China	436		11	2020-01-31 14:00:00
2020-01-31	Henan	Mainland China	352	2	3	2020-01-31 19:00:00
2020-01-31	Henan	Mainland China	352	2	3	2020-01-31 14:00:00
2020-01-31	Hunan	Mainland China	332		3	2020-01-31 19:00:00
2020-01-31	Hunan	Mainland China	332		2	2020-01-31 14:00:00
2020-01-31	Jiangxi	Mainland China	240		7	2020-01-31 19:00:00
2020-01-31	Jiangxi	Mainland China	240		7	2020-01-31 14:00:00
2020-01-31	Chongqing	Mainland China	238	1	1	2020-01-31 19:00:00
2020-01-31	Anhui	Mainland China	237		3	2020-01-31 19:00:00
2020-01-31	Anhui	Mainland China	237		3	2020-01-31 14:00:00
2020-01-31	Chongqing	Mainland China	211		1	2020-01-31 14:00:00
2020-01-31	Shandong	Mainland China	184		2	2020-01-31 19:00:00
2020-01-31	Shandong	Mainland China	184		2	2020-01-31 14:00:00
2020-01-31	Sichuan	Mainland China	177	1	1	2020-01-31 19:00:00
2020-01-31	Sichuan	Mainland China	177	1	1	2020-01-31 14:00:00
2020-01-31	Jiangsu	Mainland China	168		5	2020-01-31 19:00:00
2020-01-31	Jiangsu	Mainland China	168		5	2020-01-31 14:00:00
2020-01-31	Shanghai	Mainland China	153	1	9	2020-01-31 19:00:00
2020-01-31	Beijing	Mainland China	139	1	5	2020-01-31 19:00:00
2020-01-31	Beijing	Mainland China	139	1	5	2020-01-31 14:00:00
2020-01-31	Shanghai	Mainland China	135	1	9	2020-01-31 14:00:00
2020-01-31	Fujian	Mainland China	120			2020-01-31 19:00:00
2020-01-31	Fujian	Mainland China	120			2020-01-31 14:00:00
2020-01-31	Hebei	Mainland China	96	1		2020-01-31 19:00:00
2020-01-31	Guangxi	Mainland China	88		2	2020-01-31 19:00:00
2020-01-31	Guangxi	Mainland China	87		2	2020-01-31 14:00:00
2020-01-31	Shaanxi	Mainland China	87			2020-01-31 19:00:00
2020-01-31	Shaanxi	Mainland China	87			2020-01-31 14:00:00
2020-01-31	Yunnan	Mainland China	83		1	2020-01-31 19:00:00
2020-01-31	Yunnan	Mainland China	83		1	2020-01-31 14:00:00
2020-01-31	Hebei	Mainland China	82	1		2020-01-31 14:00:00
2020-01-31	Liaoning	Mainland China	60		1	2020-01-31 19:00:00
2020-01-31	Heilongjiang	Mainland China	59	2		2020-01-31 19:00:00
2020-01-31	Heilongjiang	Mainland China	59	2		2020-01-31 14:00:00
2020-01-31	Hainan	Mainland China	58	1	1	2020-01-31 19:00:00
2020-01-31	Hainan	Mainland China	52	1	1	2020-01-31 14:00:00
2020-01-31	Liaoning	Mainland China	48		1	2020-01-31 14:00:00
2020-01-31	Shanxi	Mainland China	47		1	2020-01-31 19:00:00
2020-01-31	Shanxi	Mainland China	39		1	2020-01-31 14:00:00
2020-01-31	Gansu	Mainland China	35			2020-01-31 19:00:00
2020-01-31	Tianjin	Mainland China	32			2020-01-31 19:00:00
2020-01-31	Tianjin	Mainland China	32			2020-01-31 14:00:00
2020-01-31	Gansu	Mainland China	29			2020-01-31 14:00:00
2020-01-31	Guizhou	Mainland China	29		2	2020-01-31 19:00:00
2020-01-31	Guizhou	Mainland China	29		2	2020-01-31 14:00:00
2020-01-31	Ningxia	Mainland China	21		1	2020-01-31 19:00:00
2020-01-31	Ningxia	Mainland China	21			2020-01-31 14:00:00
2020-01-31	Inner Mongolia	Mainland China	20			2020-01-31 19:00:00
2020-01-31	Inner Mongolia	Mainland China	20		1	2020-01-31 14:00:00
2020-01-31		Thailand	19		7	2020-01-31 19:00:00
2020-01-31		Thailand	19		5	2020-01-31 14:00:00
2020-01-31		Japan	17		1	2020-01-31 19:00:00
2020-01-31	Xinjiang	Mainland China	17			2020-01-31 19:00:00
2020-01-31	Xinjiang	Mainland China	17			2020-01-31 14:00:00
2020-01-31		Singapore	16			2020-01-31 19:00:00
2020-01-31		Japan	15		1	2020-01-31 14:00:00
2020-01-31	Jilin	Mainland China	14		1	2020-01-31 19:00:00
2020-01-31	Jilin	Mainland China	14		1	2020-01-31 14:00:00
2020-01-31	Hong Kong	Hong Kong	13			2020-01-31 19:00:00
2020-01-31		Singapore	13			2020-01-31 14:00:00
2020-01-31	Hong Kong	Hong Kong	12			2020-01-31 14:00:00
2020-01-31		South Korea	11			2020-01-31 19:00:00
2020-01-31		South Korea	11			2020-01-31 14:00:00
2020-01-31	Taiwan	Taiwan	10			2020-01-31 19:00:00
2020-01-31	Taiwan	Taiwan	10			2020-01-31 14:00:00
2020-01-31	Qinghai	Mainland China	8			2020-01-31 19:00:00
2020-01-31	Qinghai	Mainland China	8			2020-01-31 14:00:00
2020-01-31		Malaysia	8			2020-01-31 14:00:00
2020-01-31		Malaysia	8			2020-01-31 19:00:00
2020-01-31	Bavaria	Germany	7			2020-01-31 19:00:00
2020-01-31	Macau	Macau	7			2020-01-31 19:00:00
2020-01-31	Macau	Macau	7			2020-01-31 14:00:00
2020-01-31		France	6			2020-01-31 19:00:00
2020-01-31		France	5			2020-01-31 14:00:00
2020-01-31	Bavaria	Germany	5			2020-01-31 14:00:00
2020-01-31	New South Wales	Australia	4		2	2020-01-31 14:00:00
2020-01-31	New South Wales	Australia	4		2	2020-01-31 19:00:00
2020-01-31		United Arab Emirates	4			2020-01-31 14:00:00
2020-01-31		United Arab Emirates	4			2020-01-31 19:00:00
2020-01-31	Queensland	Australia	3			2020-01-31 19:00:00
2020-01-31	Victoria	Australia	3			2020-01-31 14:00:00
2020-01-31	California	US	3			2020-01-31 17:00:00
2020-01-31	California	US	3			2020-01-31 19:00:00
2020-01-31	Queensland	Australia	2			2020-01-31 14:00:00
2020-01-31	Victoria	Australia	2			2020-01-31 19:00:00
2020-01-31	Ontario	Canada	2			2020-01-31 14:00:00
2020-01-31	Ontario	Canada	2			2020-01-31 19:00:00
2020-01-31		Italy	2			2020-01-31 14:00:00
2020-01-31		Italy	2			2020-01-31 19:00:00
2020-01-31		Russia	2			2020-01-31 14:00:00
2020-01-31		Russia	2			2020-01-31 19:00:00
2020-01-31		UK	2			2020-01-31 19:00:00
2020-01-31		UK	2			2020-01-31 14:00:00
2020-01-31	Illinois	US	2			2020-01-31 14:00:00
2020-01-31	Illinois	US	2			2020-01-31 19:00:00
2020-01-31		Vietnam	2			2020-01-31 14:00:00
2020-01-31		Vietnam	2			2020-01-31 19:00:00
2020-01-31		Cambodia	1			2020-01-31 14:00:00
2020-01-31		Cambodia	1			2020-01-31 19:00:00
2020-01-31	British Columbia	Canada	1			2020-01-31 14:00:00
2020-01-31	British Columbia	Canada	1			2020-01-31 19:00:00
2020-01-31		Finland	1			2020-01-31 14:00:00
2020-01-31		Finland	1			2020-01-31 19:00:00
2020-01-31		India	1			2020-01-31 14:00:00
2020-01-31		India	1			2020-01-31 19:00:00
2020-01-31	Tibet	Mainland China	1			2020-01-31 19:00:00
2020-01-31	Tibet	Mainland China	1			2020-01-31 14:00:00
2020-01-31		Nepal	1			2020-01-31 14:00:00
2020-01-31		Nepal	1			2020-01-31 19:00:00
2020-01-31		Philippines	1			2020-01-31 14:00:00
2020-01-31		Philippines	1			2020-01-31 19:00:00
2020-01-31		Spain	1			2020-01-31 19:00:00
2020-01-31		Sri Lanka	1			2020-01-31 14:00:00
2020-01-31		Sri Lanka	1			2020-01-31 19:00:00
2020-01-31		Sweden	1			2020-01-31 14:00:00
2020-01-31		Sweden	1			2020-01-31 19:00:00
2020-01-31	Arizona	US	1			2020-01-31 14:00:00
2020-01-31	Arizona	US	1			2020-01-31 19:00:00
2020-01-31	Washington	US	1			2020-01-31 14:00:00
2020-01-31	Washington	US	1			2020-01-31 19:00:00
2020-02-01	Hubei	Mainland China	7153	249	168	2020-02-01 11:53:00
2020-02-01	Zhejiang	Mainland China	599		21	2020-02-01 10:53:00
2020-02-01	Guangdong	Mainland China	535		14	2020-02-01 14:23:00
2020-02-01	Henan	Mainland China	422	2	3	2020-02-01 01:52:00
2020-02-01	Hunan	Mainland China	389		8	2020-02-01 11:03:00
2020-02-01	Anhui	Mainland China	297		5	2020-02-01 13:33:00
2020-02-01	Jiangxi	Mainland China	286		9	2020-02-01 01:52:00
2020-02-01	Chongqing	Mainland China	247	1	3	2020-02-01 08:43:00
2020-02-01	Sichuan	Mainland China	207	1	3	2020-02-01 01:52:00
2020-02-01	Shandong	Mainland China	206		3	2020-02-01 07:51:00
2020-02-01	Jiangsu	Mainland China	202		6	2020-02-01 14:03:00
2020-02-01	Shanghai	Mainland China	169	1	10	2020-02-01 06:05:00
2020-02-01	Beijing	Mainland China	168	1	9	2020-02-01 09:17:00
2020-02-01	Fujian	Mainland China	144			2020-02-01 05:37:00
2020-02-01	Shaanxi	Mainland China	101			2020-02-01 05:37:00
2020-02-01	Guangxi	Mainland China	100		2	2020-02-01 01:52:00
2020-02-01	Hebei	Mainland China	96	1		2020-02-01 01:52:00
2020-02-01	Yunnan	Mainland China	93		2	2020-02-01 15:53:00
2020-02-01	Heilongjiang	Mainland China	80	2	2	2020-02-01 10:33:00
2020-02-01	Liaoning	Mainland China	64		1	2020-02-01 15:23:00
2020-02-01	Hainan	Mainland China	62	1	1	2020-02-01 08:43:00
2020-02-01	Shanxi	Mainland China	47		1	2020-02-01 01:52:00
2020-02-01	Tianjin	Mainland China	41			2020-02-01 15:43:00
2020-02-01	Gansu	Mainland China	40			2020-02-01 15:43:00
2020-02-01	Guizhou	Mainland China	29		2	2020-01-31 15:20:00
2020-02-01	Ningxia	Mainland China	26			2020-02-01 02:13:00
2020-02-01	Inner Mongolia	Mainland China	23		1	2020-02-01 05:37:00
2020-02-01		Japan	20		1	2020-02-01 18:53:00
2020-02-01		Thailand	19		5	2020-01-31 10:37:00
2020-02-01	Xinjiang	Mainland China	18			2020-02-01 05:37:00
2020-02-01	Jilin	Mainland China	17		1	2020-02-01 01:52:00
2020-02-01		Singapore	16			2020-02-01 05:37:00
2020-02-01	Hong Kong	Hong Kong	13			2020-02-01 05:37:00
2020-02-01		South Korea	12			2020-02-01 10:43:00
2020-02-01	Taiwan	Taiwan	10			2020-01-31 15:20:00
2020-02-01	Qinghai	Mainland China	9			2020-02-01 05:37:00
2020-02-01		Germany	8			2020-02-01 18:33:00
2020-02-01		Malaysia	8			2020-01-31 08:15:00
2020-02-01	Macau	Macau	7			2020-01-31 08:15:00
2020-02-01		France	6			2020-02-01 01:52:00
2020-02-01		Vietnam	6		1	2020-02-01 07:38:00
2020-02-01	New South Wales	Australia	4		2	2020-02-01 18:12:00
2020-02-01	Victoria	Australia	4			2020-02-01 18:12:00
2020-02-01		United Arab Emirates	4			2020-01-31 08:15:00
2020-02-01	Queensland	Australia	3			2020-02-01 18:12:00
2020-02-01	Ontario	Canada	3			2020-02-01 18:12:00
2020-02-01		Italy	2			2020-01-31 08:15:00
2020-02-01		Russia	2			2020-01-31 16:13:00
2020-02-01		UK	2			2020-02-01 01:52:00
2020-02-01	Chicago, IL	US	2			2020-02-01 19:43:00
2020-02-01	South Australia	Australia	1			2020-02-01 18:12:00
2020-02-01		Cambodia	1			2020-01-31 08:15:00
2020-02-01	British Columbia	Canada	1			2020-02-01 18:12:00
2020-02-01		Finland	1			2020-01-31 08:15:00
2020-02-01		India	1			2020-01-31 08:15:00
2020-02-01	Tibet	Mainland China	1			2020-02-01 01:52:00
2020-02-01		Nepal	1			2020-01-31 08:15:00
2020-02-01		Philippines	1			2020-02-01 17:43:00
2020-02-01		Spain	1			2020-02-01 02:13:00
2020-02-01		Sri Lanka	1			2020-01-31 08:15:00
2020-02-01		Sweden	1			2020-02-01 02:13:00
2020-02-01	Boston, MA	US	1			2020-02-01 19:43:00
2020-02-01	Los Angeles, CA	US	1			2020-02-01 19:53:00
2020-02-01	Orange, CA	US	1			2020-02-01 19:53:00
2020-02-01	Santa Clara, CA	US	1			2020-02-01 19:53:00
2020-02-01	Seattle, WA	US	1			2020-02-01 19:43:00
2020-02-01	Tempe, AZ	US	1			2020-02-01 19:43:00
2020-02-02	Hubei	Mainland China	9074	294	215	2020-02-01 23:33:00
2020-02-02	Zhejiang	Mainland China	661		23	2020-02-02 02:13:00
2020-02-02	Guangdong	Mainland China	604		14	2020-02-02 01:23:00
2020-02-02	Henan	Mainland China	493	2	4	2020-02-02 00:53:00
2020-02-02	Hunan	Mainland China	463		8	2020-02-02 01:53:00
2020-02-02	Anhui	Mainland China	340		5	2020-02-02 01:33:00
2020-02-02	Jiangxi	Mainland China	333		10	2020-02-02 01:23:00
2020-02-02	Chongqing	Mainland China	262	1	3	2020-02-01 23:43:00
2020-02-02	Jiangsu	Mainland China	236		6	2020-02-02 01:13:00
2020-02-02	Sichuan	Mainland China	231	1	3	2020-02-02 01:03:00
2020-02-02	Shandong	Mainland China	225		5	2020-02-02 01:03:00
2020-02-02	Beijing	Mainland China	183	1	9	2020-02-02 03:05:00
2020-02-02	Shanghai	Mainland China	177	1	10	2020-02-02 00:23:00
2020-02-02	Fujian	Mainland China	159			2020-02-02 03:43:00
2020-02-02	Shaanxi	Mainland China	116			2020-02-02 03:23:00
2020-02-02	Guangxi	Mainland China	111		2	2020-02-02 00:23:00
2020-02-02	Hebei	Mainland China	104	1	3	2020-02-02 02:53:00
2020-02-02	Heilongjiang	Mainland China	95	2	2	2020-02-02 03:23:00
2020-02-02	Yunnan	Mainland China	93		2	2020-02-01 15:53:00
2020-02-02	Liaoning	Mainland China	64		1	2020-02-01 15:23:00
2020-02-02	Hainan	Mainland China	63	1	1	2020-02-02 01:03:00
2020-02-02	Shanxi	Mainland China	56		1	2020-02-01 23:33:00
2020-02-02	Tianjin	Mainland China	45			2020-02-02 02:03:00
2020-02-02	Gansu	Mainland China	40			2020-02-01 15:43:00
2020-02-02	Guizhou	Mainland China	38		2	2020-02-02 01:03:00
2020-02-02	Ningxia	Mainland China	28			2020-02-02 01:43:00
2020-02-02	Inner Mongolia	Mainland China	27		1	2020-02-02 03:43:00
2020-02-02	Jilin	Mainland China	23		1	2020-02-02 02:33:00
2020-02-02	Xinjiang	Mainland China	21			2020-02-02 00:43:00
2020-02-02		Japan	20		1	2020-02-01 18:53:00
2020-02-02		Thailand	19		5	2020-01-31 10:37:00
2020-02-02		Singapore	18			2020-02-02 01:03:00
2020-02-02		South Korea	15			2020-02-02 02:23:00
2020-02-02	Hong Kong	Hong Kong	14			2020-02-02 01:03:00
2020-02-02	Taiwan	Taiwan	10			2020-01-31 15:20:00
2020-02-02	Qinghai	Mainland China	9			2020-02-01 05:37:00
2020-02-02		Germany	8			2020-02-01 23:33:00
2020-02-02		Malaysia	8			2020-01-31 08:15:00
2020-02-02	Macau	Macau	7			2020-01-31 08:15:00
2020-02-02		France	6			2020-02-01 01:52:00
2020-02-02		Vietnam	6		1	2020-02-01 07:38:00
2020-02-02	New South Wales	Australia	4		2	2020-02-01 18:12:00
2020-02-02	Victoria	Australia	4			2020-02-01 18:12:00
2020-02-02		United Arab Emirates	4			2020-01-31 08:15:00
2020-02-02	Queensland	Australia	3			2020-02-01 18:12:00
2020-02-02	Ontario	Canada	3			2020-02-01 18:12:00
2020-02-02		Philippines	2	1		2020-02-02 03:33:00
2020-02-02		Italy	2			2020-01-31 08:15:00
2020-02-02		Russia	2			2020-01-31 16:13:00
2020-02-02		UK	2			2020-02-01 01:52:00
2020-02-02	Chicago, IL	US	2			2020-02-01 19:43:00
2020-02-02	South Australia	Australia	1			2020-02-01 18:12:00
2020-02-02		Cambodia	1			2020-01-31 08:15:00
2020-02-02	British Columbia	Canada	1			2020-02-01 18:12:00
2020-02-02		Finland	1			2020-01-31 08:15:00
2020-02-02		India	1			2020-01-31 08:15:00
2020-02-02	Tibet	Mainland China	1			2020-02-01 01:52:00
2020-02-02		Nepal	1			2020-01-31 08:15:00
2020-02-02		Spain	1			2020-02-01 23:43:00
2020-02-02		Sri Lanka	1			2020-01-31 08:15:00
2020-02-02		Sweden	1			2020-02-01 02:13:00
2020-02-02	Boston, MA	US	1			2020-02-01 19:43:00
2020-02-02	Los Angeles, CA	US	1			2020-02-01 19:53:00
2020-02-02	Orange, CA	US	1			2020-02-01 19:53:00
2020-02-02	Santa Clara, CA	US	1			2020-02-01 19:53:00
2020-02-02	Seattle, WA	US	1			2020-02-01 19:43:00
2020-02-02	Tempe, AZ	US	1			2020-02-01 19:43:00
2020-02-03	Hubei	Mainland China	11177	350	295	0020-02-02 23:43:00
2020-02-03	Zhejiang	Mainland China	661		32	0020-02-02 18:03:00
2020-02-03	Guangdong	Mainland China	632		15	0020-02-02 18:03:00
2020-02-03	Henan	Mainland China	493	2	10	0020-02-02 18:03:00
2020-02-03	Hunan	Mainland China	463		16	0020-02-02 18:03:00
2020-02-03	Anhui	Mainland China	340		7	0020-02-02 18:03:00
2020-02-03	Jiangxi	Mainland China	333		12	0020-02-02 18:03:00
2020-02-03	Chongqing	Mainland China	300	2	7	0020-02-02 23:33:00
2020-02-03	Jiangsu	Mainland China	236		7	0020-02-02 18:03:00
2020-02-03	Sichuan	Mainland China	231	1	11	0020-02-02 18:03:00
2020-02-03	Shandong	Mainland China	230		6	0020-02-02 18:03:00
2020-02-03	Shanghai	Mainland China	193	1	10	0020-02-03 00:03:00
2020-02-03	Beijing	Mainland China	191	1	9	0020-02-02 08:43:00
2020-02-03	Fujian	Mainland China	159			0020-02-02 03:43:00
2020-02-03	Guangxi	Mainland China	127		2	0020-02-03 00:13:00
2020-02-03	Shaanxi	Mainland China	116			0020-02-02 03:23:00
2020-02-03	Hebei	Mainland China	113	1	3	0020-02-03 00:23:00
2020-02-03	Yunnan	Mainland China	105		3	0020-02-02 18:03:00
2020-02-03	Heilongjiang	Mainland China	95	2	2	0020-02-02 03:23:00
2020-02-03	Liaoning	Mainland China	70		1	0020-02-02 18:03:00
2020-02-03	Shanxi	Mainland China	66		3	0020-02-02 23:23:00
2020-02-03	Hainan	Mainland China	64	1	4	0020-02-02 18:03:00
2020-02-03	Gansu	Mainland China	51		3	0020-02-02 23:43:00
2020-02-03	Tianjin	Mainland China	48		1	0020-02-02 09:43:00
2020-02-03	Guizhou	Mainland China	38		2	0020-02-02 01:03:00
2020-02-03	Ningxia	Mainland China	28			0020-02-02 01:43:00
2020-02-03	Inner Mongolia	Mainland China	27		1	0020-02-02 03:43:00
2020-02-03	Jilin	Mainland China	23		1	0020-02-02 02:33:00
2020-02-03	Xinjiang	Mainland China	21			0020-02-02 00:43:00
2020-02-03		Japan	20		1	0020-02-01 18:53:00
2020-02-03		Singapore	18			0020-02-02 01:03:00
2020-02-03	Hong Kong	Hong Kong	15			0020-02-02 23:53:00
2020-02-03		South Korea	15			0020-02-02 02:23:00
2020-02-03	Qinghai	Mainland China	11			0020-02-02 05:33:00
2020-02-03		Germany	10			0020-02-02 18:03:00
2020-02-03	Macau	Macau	8			0020-02-02 04:23:00
2020-02-03		Malaysia	8			0020-01-31 08:15:00
2020-02-03		France	6			0020-02-01 01:52:00
2020-02-03		Vietnam	6		1	0020-02-01 07:38:00
2020-02-03		United Arab Emirates	5			0020-02-02 05:43:00
2020-02-03	New South Wales	Australia	4		2	0020-02-01 18:12:00
2020-02-03	Victoria	Australia	4			0020-02-01 18:12:00
2020-02-03	Ontario	Canada	3			0020-02-01 18:12:00
2020-02-03		Philippines	2	1		0020-02-02 03:33:00
2020-02-03	Queensland	Australia	2			0020-02-02 22:33:00
2020-02-03	South Australia	Australia	2			0020-02-02 22:33:00
2020-02-03		India	2			0020-02-02 06:03:00
2020-02-03		Italy	2			0020-01-31 08:15:00
2020-02-03		UK	2			0020-02-01 01:52:00
2020-02-03	Chicago, IL	US	2			0020-02-01 19:43:00
2020-02-03	Santa Clara, CA	US	2			0020-02-02 19:43:00
2020-02-03		Cambodia	1			0020-01-31 08:15:00
2020-02-03	British Columbia	Canada	1			0020-02-01 18:12:00
2020-02-03		Finland	1			0020-01-31 08:15:00
